Sentence,Label
BlackRock Cuts Stake in U.S. Coal Giant After Climate Pledge,neutral
Albany International Reports Fourth-Quarter 2019 Results,neutral
Uber stock price target raised to $42 from $31 at Susquehanna,positive
"Dow up 25 points, or 0.1%; Nasdaq up 22 points, or 0.3%",positive
"Activism Engulfs Japan as Firms Go Hostile, Investors Speak Out",neutral
"Elections boost YouGov's profile, but the company makes most of its money tracking brands and market trends",neutral
housing stocks slide following an unexpected drop in sales,negative
Taxpayer Treatment UNFAIR TAX MONEY COLLECTED by IRS Recognized as LOAN to the IRS ALL MONEY be returned to…,neutral
Predata does amazing things!,neutral
Anil Ambani Ordered to Pay $100 Million Deposit in Loan Fight,neutral
Google employees demonstrated outside the company’s San Francisco office Friday to protest the internet giant’s rec…,neutral
Parts with passports: how free trade drives GM's engines,neutral
The 3rd HK Store of “A Happy Pancake” Finally Opens!!,neutral
"- LRAD EPS misses by $0.01, misses on revenue",negative
JPMorgan lowers forecast due to credit market strain,negative
"Fed's Mester sees 'downside risk' from coronavirus, but does not want to cut rates",neutral
Casper Sleep stock languishes below IPO issue price after falling 5%,negative
Three stocks to buy during the coronavirus crash - besides the usual suspects,neutral
Hanesbrands Q4 EPS 51 cents vs. 41 cents a year ago; FactSet consensus 51 cents,positive
"Yellen Blames ""Enormous Debt And Buybacks"" For Coming Default Wave; Morgan Stanley Says It's All The Fed's Fault",negative
The risk to one of Wall Street’s richest businesses,neutral
Is Country Garden Holdings (HKG:2007) A Risky Investment?,neutral
Aurora sets early conversion price for convertible bonds at discount to Friday's,neutral
is gaining some great momentum and volume over the last few trading sessions. Squeeze over 1.49,positive
"Not appropriate to compare energy stocks to tobacco, Chevron CEO says",neutral
"Investors should prepare for a coronavirus-induced 'vicious spiral' more than twice as bad as the financial crisis,…",negative
Is Liminal BioSciences (TSE:LMNL) Weighed On By Its Debt Load?,neutral
"UnitedHealth's stock rallies to pace the Dow's gainers, after SunTrust boosts price target",positive
TA Page SetUps: Slack : Dip-buying post-earnings could be an early read into a possible supply/demand shift--,neutral
- Phillips 66 cuts rates at Bayway refinery on weak cracks - S&P Global,negative
Goldman expands company research as other retrench - Bloomberg,neutral
Influential U.S. doctors group calls for ban on vaping products,negative
Gold Soars To 8-Year Highs As Stocks Melt-Up On Massive Short-Squeeze,positive
Why Passive Investing Might Be Distorting The Market (Podcast),neutral
Michael Gove warns the logistics industry to prepare for strict border controls between Britain and the EU after Br…,neutral
Emirates close to buying 30 Boeing 787 in fleet compromise deal -sources,neutral
Coronavirus fears could push mortgage rates past 4-year low,neutral
Here's how Kanye West went from $53 million in debt to making over $150 million in a year. (via ),neutral
- Fed's Daly discusses shifting focus to higher inflation,neutral
First Choice declares $0.25 dividend,neutral
industrial stocks slide following higher input costs,negative
"Have you ever had a job candidate disappear on you? Ghosting is becoming more common in the workplace, here's why i…",neutral
: General Electric names Carolina Dybeck Happe CFO,neutral
"Trump Withholding $823 Million for Clean Energy, Democrats Say",neutral
"very very nice, squeeze into the close.  strong close.",positive
"KFC is offering what's sure to be the hottest commodity of the season: a hunk of flammable, chicken-scented bliss k…",neutral
"Artificial intelligence has made great strides in analyzing financial data. While the opportunities are incredible,…",neutral
Major indexes in the red to end record-breaking year,negative
Honeywell reaffirms guidance,neutral
Edited Transcript of FHER3.SA earnings conference call or presentation 13-Nov-19 3:00pm GMT,neutral
Strauss reports Q3 results,neutral
Here are some of the business tax credits Congress could approve by year’s end,neutral
Stride Property : HY20 Interim Report and Results #StrideProperty #Stock #MarketScreener,neutral
: SPX FLOW confirms deal to sell substantial portion of former Power and Energy reportable segment to Apollo...,neutral
China attacks US at G20 as the world’s biggest source of instability- CNBC,neutral
Big day for Cronos Group after Altria filing,neutral
EaseMyTrip Files Rs 510-Crore IPO Papers With SEBI,neutral
Three killed and several wounded in Walmart shooting in Oklahoma,neutral
"Kirkland Lake is buying Detour for $3.7 billion, the latest deal in a wave of consolidation among gold miners",neutral
"Interlink Plus, Inc. and Loop Media, Inc. Close Merger",neutral
Goldman pulls Progressive from Goldman's conviction list; shares -2.7%,negative
1:COM   - Copper pops to biggest gain in six years on stimulus bet,positive
The Best-Performing CEFs YTD - November 2019. Get more info on Seeking Alpha:  #markets #business #trading,neutral
- Steris declares $0.37 dividend,neutral
Global Medical REIT adds another bull to its herd,neutral
"Euroseas EPS beats by $0.02, beats on revenue",positive
Amazon Moves Court Seeking Stay On Competition Commission Order,neutral
Politics And The Markets 11/25/19. Read more:  #business #markets #economy,neutral
"China Gangs Spreading Rumors to Exploit Pork Crisis, Report Says",neutral
"NFL back in political crosshairs with Kaepernick tryout, potential Trump Super Bowl ad  by…",neutral
6 Guru Stocks Beating the Market,neutral
Consumer confidence weakens as persistent inflation pressures,negative
"One in four mammals are traded internationally – alive and dead, whole and in pieces – by legal operations, crimina…",neutral
French regulator ends probe into supermarket Casino and short-seller Muddy Waters,positive
Let’s Not Disclose The $1 Million In Switzerland . . . And Go To Jail For 3 Years,neutral
"China’s IP crackdown, pro-democracy forces win big in Hong Kong, and big M&A news. Here’s what’s moving markets",neutral
Hellenic Exchanges : Transactions by Eurobank Equities (regulated information - Law 3556/2... #HellenicExchanges...,neutral
Meta reports stronger-than-expected guidance,positive
Schwab’s plan to buy TD Ameritrade isn’t sitting well with investment advisers who park their clients’ money with t…,negative
Collection House : Change of Chief Executive Officer #CollectionHouse #Stock #MarketScreener,neutral
"Last week, we hosted the 7th IMF Statistical Forum on Measuring the Informal Economy. Watch the events and read the…",neutral
"Access LIVE #market #analysis, exclusive #investingideas, #earnings coverage and more. Take a #FreeTrial of Briefin…",neutral
"iPhone Maker Foxconn Makes Masks For Chinese Employees, Forces Them To Return To Work",neutral
Why Walmart and Target are still winning with consumers  by,positive
": Jacobs beats by $0.17, beats on revs; initiates $250 mln accelerated share repurchase program, offers FY20...",positive
"Can IES Holdings, Inc. (NASDAQ:IESC) Maintain Its Strong Returns?",neutral
"Your first trade for Tuesday, Nov. 19",neutral
Delta's private jet business to gain equity stake in merger with Wheels Up,neutral
- Norilsk Nickel: Planning Ahead. Continue reading:  #stockmarket #stocks #finance,neutral
Netflix Inc.’s internal data suggests the streaming giant hasn’t been hurt yet by the launch of rival services from…,positive
Abrupt Reversal Of Shale Oil's Fortunes Points To A Radical Reset Of Oil Prices.  #finance #markets #trading,negative
"RECAP 12/10 Chatter:
 + Vague Chatter
 + Starboard
 -  Deal DOJ Probe
 +  Powertrain Bid…",neutral
China's Pinduoduo posts bigger loss as costs surge; shares tumble,negative
Cannabis Countdown: Top 10 Marijuana Industry News Stories Of The Week,neutral
"Next: Charles Amerischwab pays clients to trade on its platform, crushes E-Trade stock and then buys it 80% off.",neutral
"Power Rankings: Retail roller coaster, crypto crash course & mock milk — top moments from the week",neutral
"Singapore Raises Response Level for Virus, Now on Par with SARS",neutral
"Celebrity lawyer Michael Avenatti says evidence of his spending, as well of a $5 million debt, is irrelevant to the…",neutral
"Unemployment could already be at 12-13%, and second-quarter GDP could decline by at least 30%, former Fed Chair Jan…",negative
"Rak Bank CEO on Earnings, Margins, M&A",neutral
"World Coal Association : CCS regains momentum, but more ambition is needed #WorldCoalAssociation #economy…",neutral
"In oil market standoff with Saudi Arabia, weakened rouble helps Russia #SaudiArabianOil #Stock #MarketScreener…",neutral
"Historically, a down January significantly increases the odds of a down year. These is the S&P's January and full y...",negative
Income inequality is affecting a younger generation of workers more than anyone else. So why are young people espec…,neutral
- No oil market fix from today's G-20 meeting,neutral
Shelf Drilling : USDA's Recommendations for a Safe Thanksgiving #ShelfDrilling #Stock #MarketScreener…,neutral
- Alkaline Water misses on revenue,negative
Tesla announces an easing in supply chain bottlenecks and improved margins,positive
Eagle Materials Declares Quarterly Dividend,neutral
Manufacturing activity expands as rising productivity,positive
Trade Alert - Crude Oil Downside. Read more:  #investing #stockmarket #trading,negative
MAXIMUS Reports Fiscal Year 2020 First Quarter Results,neutral
- Ardagh Group prices $500M senior secured notes due 2025,neutral
BlackRock : Energy and Resources Income Trust Plc - Net Asset Value(s) #BlackRock #Stock #MarketScreener…,neutral
"Restaurant brands beats, Popeyes sales surge",positive
Cancom SE Just Recorded A 42% EPS Beat: Here's What Analysts Are Forecasting Next,positive
Okta -2% on valuation downgrade,negative
Premarket London: EasyJet Profit in Line; Hammerson Fire Sale Continues,neutral
NASDAQ : Oplysning om kommende ændring i Møns Banks ledelse. #NASDAQ #Stock #MarketScreener,neutral
Texas Instruments stock price target raised to $125 vs. $122 at SunTrust Robinson Humphrey,positive
3M Stock Is a Toxic Stock After Earnings,negative
- Comtech +18.5% after $9M Army order,positive
"Stock Market Live Updates: S&P 500, Nasdaq, Dow post record closing highs - Yahoo Canada Finance",positive
UPDATE 1-Company logos vanish from Prince Andrew's website as sex scandal grows,neutral
"HK shares end at 1-week high on stimulus prospects, Alibaba boost",positive
"Goldman on jobs and the Fed: ""We do not see significant implications of today’s report for monetary policy, beyond…",neutral
South African Reserve Bank : Regulatory relief measures and guidance to the banking sector...…,neutral
Twitter users explain why Kohl's stock just got obliterated after reporting earnings,negative
healthcare stocks gain as lower input costs,positive
"Dow Tags 28k, Dumps In Catch-Down To Bonds, Gold",neutral
Hours worked in fourth quarter increase 1.1%,positive
AT&T takes on $5.5 billion loan to boost 'financial flexibility',neutral
Troy Income & Growth Trust : Publication of Suppl.Prospcts  #Stock #MarketScreener,neutral
LIVE: Fed Chair Powell testifies before the Senate Banking Committee,neutral
"Stocks edge higher, but S&P 500 ends six-week streak of weekly gains",positive
Inflation cools as steady wage growth,positive
"Donald Trump likes to boast that he has unwavering Republican support, but that backing is softer than he suggests",neutral
"Total beats quarterly forecasts despite low oil price, raises payout",positive
Governments are now using the fine print of financial regulations to fight climate change,neutral
Britain's bad-tempered 47-year marriage to the European Union is about to end. Now Boris Johnson must take ownershi...,neutral
WP Engine Designa a Lisa Box Vicepresidenta SÃƒÂ©nior de Desarrollo Corporativo,neutral
'Friends' reunion special in the cards,neutral
Queen Cancels Prince Andrew's 60th Birthday For Being Besties With Dead Pedophile,neutral
Capstone Turbine wins flare gas project order from Ecopetrol,neutral
- Mizuho cuts XLNX target on near-term headwinds,negative
- White House is pushing to get USMCA through Congress this year,neutral
Panoro Energy ASA reports Q3 results,neutral
Jefferies +2.5% after KBW expects stock buyback,positive
Electronic Arts Breaks Down a Record Quarter,positive
"- Luminex EPS beats by $0.08, beats on revenue",positive
Amazon has asked a federal court for permission to get testimony from President Trump and Defense Secretary Mark Es…,neutral
Free agent Antonio Brown says it&apos;s time to ghost white women,neutral
We're Not Worried About MediciNova's (NASDAQ:MNOV) Cash Burn,neutral
Which Athleisure Stock Is the Best Buy Today?,neutral
Netflix explores options related to the next Fed meeting,neutral
"The auto industry may have been lulled into a “false sense of security” when it comes to tariffs, warns one analyst",neutral
Hedge Funds Are Selling InVitae Corporation (NVTA),negative
"Estimating The Fair Value Of Monro, Inc. (NASDAQ:MNRO)",neutral
Chinese Gas Buyer CNOOC Declares Force Majeure on LNG Contracts,neutral
Wow this Dallas team sucks #DALvsCHI,neutral
Edited Transcript of ARWR earnings conference call or presentation 5-Feb-20 9:30pm GMT,neutral
- Biogen (BIIB) Presents Aducanumab Phase 3 Topline Results - Slideshow. Read more and get updates on any sto…,neutral
"“Innovation in the United States is highly concentrated, and vast swaths of our population are not fully participating""",negative
(+33.3% pre) Form SC 13G TOP SHIPS INC. Filed by: MORGAN STANLEY,positive
"SAIC to Acquire Unisys Federal in Accretive, Strategic and Value Creating Transaction",neutral
Here's Why We're Wary Of Buying Kin and Carta plc's (LON:KCT) For Its Upcoming Dividend,neutral
Stocks That Fell to 3-Year Lows in the Week of Dec. 13,neutral
Inflation cools as an easing in supply chain bottlenecks,positive
"Is Archrock, Inc. (NYSE:AROC) A Good Stock To Buy?",neutral
Western Union selects AWS as preferred cloud,neutral
- Credit Suisse power struggle mounts - Bloomberg,neutral
London Stock Exchange : Audited Results for the Year Ending 31 August 2019 #LondonStockExchange #Stock...,neutral
- Eversource Energy declares $0.535 dividend,neutral
AMC : ELIOT GOLDBERG STEPPING DOWN AS HEAD OF NONFICTION AND ALTERNATIVE PROGRAMMING FOR T... #AMC #Stock…,neutral
Total S.A. declares EUR 0.68 final dividend,neutral
"Stocks open slightly higher on upbeat trade hopes, merger activity",positive
"44,000 hotels with 1.2 million rooms on four continents. Meet 26-year-old Ritesh Agarwal, a college dropout who fou…",neutral
"U.S. consumers fear for jobs, debt payments because of coronavirus: New York Fed survey",negative
Home Depot Q3 comparable-store sales in U.S. up 3.8%,positive
This floating robotic factory is using 3D printing to colonize space.,neutral
- CSL Limited: A Meteoric Rise Despite Risky Bets Highlights Overvaluation. Continue reading:…,neutral
New tariffs are set to go into place on December 15 that would affect a variety of consumer products such as Chines…,neutral
"CEE MARKETS-Forint regains ground before rate meeting, leads FX higher",positive
Lyft stock price target cut to $58 from $70 at Deutsche Bank,negative
Disney misses earnings estimates as higher input costs,negative
Berkshire's Buffett loses top real estate agent to top rival,neutral
Fourth-quarter unit-labor costs climb 1.4%,negative
WATCH: Why is 2019 on pace to be the largest year ever for healthcare technology?  Investment Banking…,positive
"'The World Athletics track and field governing body issued its new competition guidelines for shoe apparel, and the...",neutral
"Dow Industrials Surge 1,200 Points at Start of Challenging Week #MarriottInternational #Stock #MarketScreener…",positive
"EOS, Ethereum and Ripple’s XRP – Daily Tech Analysis – 07/02/20",neutral
"""I am happy with him, I really think he's caught up,"" Trump said of Fed Chair Jerome Powell at the White House…",neutral
Pharmaron Beijing : An announcement has just been published by the issuer in the Chinese s... #PharmaronBeijing…,neutral
(-3.5% pre) Form S-3 BlueLinx Holdings Inc.,negative
Here's Why I Think Middlefield Banc (NASDAQ:MBCN) Is An Interesting Stock,neutral
Meta holds annual meeting as investors watch shifting global demand,neutral
Oaktree Strategic Income declares $0.155 dividend,neutral
Aeromexico reports Januaryr traffic results,neutral
What Does KPS AG's (ETR:KSC) Share Price Indicate?,neutral
Merkel Says Thuringia CDU State Party Decision 'Unforgivable',neutral
Former Trump advisor John Bolton accuses White House of locking him out of his Twitter account,neutral
Last week our Community Investment Council toured #Greensboro to look at how communities better prepare students fo…,neutral
Zayo Group to Consider Sale of Colocation Division,neutral
"3 Magnificent Mutual Funds to Maximize Your Retirement Portfolio - February 07, 2020",neutral
"California must sound the alarm over rising seas, an analyst says",neutral
Pinduoduo stock sinks on heavy volume after earnings,negative
S&P 500 down 0.2%; Nasdaq Composite down 0.3%,negative
long. Full of shorts.,neutral
This chart setup signals a major rally ahead for gold and silver (via ),positive
Stock Market Update: Boeing turns positive,positive
Sprout Social goes public,neutral
Chorus Aviation declares CAD 0.04 dividend,neutral
Mastercard lowers forecast due to persistent inflation pressures,negative
Upgrades 2/4:             Downgrades 2/4:    …,neutral
Cigna +3% on Q4 beat,positive
Highlight: Columbia Threadneedle Investments Senior Interest Rate and Currency Analyst Ed Al-Hussainy breaks down t...,neutral
Estimating The Intrinsic Value Of Polaris Inc. (NYSE:PII),neutral
"As the coronavirus crisis persists, economic optimism among voters in critical 2020 swing states is deteriorating s…",negative
American Airlines : Update on China Flights #AmericanAirlines #Stock #MarketScreener,neutral
Silvercorp -20% as quarterly silver sales volumes remain flat,negative
semiconductor stocks gain as better-than-expected earnings,positive
"- MDCO, TIF among premarket gainers",positive
Guggenheim Partners LLC : GGM November 2019 Section 19a-1 Letter #GuggenheimPartnersLLC #Stock #MarketScreener…,neutral
"Some jobless Americans will start seeing heftier unemployment checks as soon as this week, depending on where they…",negative
Oil slips as concerns over U.S.-China trade talks drag on,negative
"Stock Market Update: Stock market opens firmly higher, tech stocks lead",positive
Trump Fed nominee faces bi-partisan doubters #economy #MarketScreener,neutral
Not The Onion - Ivy League Students Push To Abolish Prisons,neutral
"China still has room for conventional monetary expansion, but its ability to deal successfully with a crisis depend…",neutral
One man is the surprise holdout to a global oil production deal,neutral
"Economist Slok sees no U.S. recession, ""benign"" markets in 2020",positive
Here's what 's '200K' tweet is likely hinting at when it comes to the Tesla  Cybertruck,neutral
"Jumia to Announce Fourth Quarter and Full Year 2019 Results on February 25, 2020",neutral
Powerlong Real Estate : PROPOSED SPIN-OFF AND SEPARATE LISTING OF POWERLONG COMMERCIAL MAN... #PowerlongRealEstate…,neutral
Consumer confidence weakens as an unexpected drop in sales,negative
United States District Court Sides Again With Park Assist on Motion of Patent Infringement Case,neutral
Home Depot's stock selloff a 78-point drag on the Dow,negative
"AQST, PHR among premarket losers",negative
Italy’s Plans for a Minimum Wage Stay on Paper for Now,neutral
- Windstream works to block Uniti call for summary judgment,neutral
"- Spirit Realty gets new term loan, boosting liquidity to $700M",neutral
Monetary Policy: Das’ Draghi Encore Comes With Risks,neutral
Lupin reports Q3 results,neutral
Oil Prices' Hard Landing Initializing Descent. Continue reading:  #markets #business #economy,negative
"The Oxford Word of the Year 2019 is what the UN secretary-general called ""the defining issue of our time""",neutral
Did Business Growth Power CGI's (TSE:GIB.A) Share Price Gain of 163%?,neutral
Green Plains Partners Reports Fourth Quarter and Full Year 2019 Financial Results,neutral
Knowles Corporation Just Missed EPS By 14%: Here's What Analysts Think Will Happen Next,negative
Trayport to provide trading platform for Bulgaria's gas bourse,neutral
Lawsuit against Boeing seeks to hold board liable for 737 MAX problems,negative
"With so many enticing products out there, it’s easy to lose track of how you’re spending your money. Here are some…",neutral
"Virtu reprices $1.925B term loan, enters floating-to-fixed rate swap",neutral
"Tesla stock is wrapping up its best month since 2013, adding $40 billion in value in January....",positive
"Unlock our LIVE #market #analysis, exclusive #investingideas, #earnings coverage and more. Test drive Briefing In P…",neutral
AGF Announces Closure and Liquidation of AGFiQ U.S. Market Neutral Size Fund,neutral
Retailers may be able to expect a boost from Black Friday sales as consumer sentiment stays strong. Insights via…,positive
Bobit Business Media’s Chris Brown Wins Eddie Award For Business Fleet Article,neutral
"eib: #MustRead➡️EIB Bank Lending #Survey for #CESEE shows optimistic opinion of the region, positive profitability…",neutral
- Garrett Motion (GTX) Presents At Barclays Global Automotive Conference - Slideshow. Get more info on Seeking…,neutral
- Regional Management (RM) Investor Presentation - Slideshow. Get more info on Seeking Alpha:…,neutral
The U.S. and China are reportedly taking steps to delay the next round of American tariffs set for Sunday as they s…,neutral
"Highlight: “There's very little not to like about this report,""  Acting Chief Economist Jay Bryson says…",positive
"Trudeau ""Open"" To Handing Out Taxpayer-Funded Heroin To Vancouver Addicts",neutral
Here's Why We Think Ohio Valley Banc (NASDAQ:OVBC) Is Well Worth Watching,neutral
"Thailand has a limited space to deliver a “strong dose” of monetary policy, central bank governor says as he cautio…",negative
U.S. Stocks Waver as Viral Outbreak Claims More Lives #SP500 #index #MarketScreener,negative
Can The Crypto Market Spur A Santa Claus Rally Following December Shivers?,neutral
Whn you've lost Tom Lee...,neutral
"Weekly Fuel Report—December 17, 2019",neutral
Defence Expo: $5 Billion Defence Export Target To Be Achieved By 2024: Rajnath Singh,neutral
"Dennis Gartman, who’s closing down his daily newsletter, had some parting advice for investors: sell",neutral
"Sterling Organization announces the acquisition of a 244,917-square-foot grocery-anchored property in Colleyville,...",neutral
"Lam to Update Xi, China Officials on Protests: Hong Kong Update",neutral
Here's why the rich hate the estate tax.,neutral
73% of Americans Are Making This Big Tax Mistake,neutral
"Myomo, Inc. (NYSEMKT:MYO): What Does Its Beta Value Mean For Your Portfolio?",neutral
What Kind Of Shareholder Owns Most IGG Inc (HKG:799) Stock?,neutral
"Here's how Tesla stock swings 18% higher, trader says  (via )",positive
Fiat reaches settlement with Italy tax agency over Chrysler value claim,positive
- BTIG sees 'material improvement' to Ocwen book value,positive
EUR/USD Daily Forecast – Euro Rally Halted at Major Resistance,negative
Exxe Group reports Q2 results,neutral
Security National reports Q3 results,neutral
Hanesbrands declares $0.15 dividend,neutral
Retirement expert: The 'easiest' crack to fix in the system is workplace access  by…,neutral
OCN leads financial gainers; FNF and MAC among losers,neutral
Your student debt could balloon out of control before you even realize it. From finding the right repayment plan to…,neutral
Mastercard reports stronger-than-expected guidance,positive
- eHealth: Another Prescription For A Healthy Beat And Raise.  #trading #finance #markets,neutral
Nokia's surprise profit rise fails to salvage 2019 dividend,negative
United joins Delta and American in suspending flights between the U.S. and mainland China. United's flight suspensi...,negative
West End Indiana Bancshares : 3rd Quarter 2019 Earnings Release #WestEndIndianaBancshares #Stock #MarketScreener…,neutral
Why Capri Holdings Is a Buy This Season,positive
NIH Director weighs in on coronavirus,neutral
"Week ahead: Black Friday, Federal Reserve’s Powell",neutral
Former ConsenSys executive says Bitcoin will increase ‘stability for the average person’,positive
Clorox declares $1.06 dividend,neutral
Bank agencies announced they'll temporarily lower the community bank leverage ratio to 8%. The rule change - requir…,neutral
Deal for background checks Co,neutral
Ray Dalio fires back over hedge fund's reported $1.5B bet  via,neutral
WHO Director-General Says Infection-Fighting Equipment Stocks Insufficient,neutral
Hecla's Fourth Quarter Continues a Strong Second Half Of 2019,positive
"In its 2020 equity outlook, Goldman predicts the S&P 500 will rise by 5% to 3250 in early 2020. ""However, rising po…",positive
Hedge Funds Have Never Been More Bullish On Agile Therapeutics Inc (AGRX),positive
Mastercard holds annual meeting as investors watch shifting global demand,neutral
More Goldman execs head for the exit,neutral
Bristol-Myers says trial of Opdivo plus Yervoy in melanoma treatment failed to meet main goal,negative
J2 Global Reports Fourth Quarter and Year End 2019 Results and Provides 2020 Outlook,neutral
Call Buyers Keep Betting on Booming Centene Stock,neutral
Should You Be Tempted To Sell Ecolab Inc. (NYSE:ECL) Because Of Its P/E Ratio?,neutral
"Felix Rohatyn, Banker Who Helped Rescue New York, Dies at 91",neutral
Investors line up against Mizuho support for coal,negative
What You Must Know About Preferred Bank's (NASDAQ:PFBC) Beta Value,neutral
Stocks finish mixed as Nasdaq logs third consecutive all-time closing high,neutral
A Sliding Share Price Has Us Looking At Chi Ho Development Holdings Limited's (HKG:8423) P/E Ratio,negative
US$51.00 - That's What Analysts Think Grubhub Inc. Is Worth After These Results,neutral
China's effort to fill a protein gap created by the spread of African swine fever is rippling through Brazil's mass…,neutral
Fed sets up facility to create secondary market for new small business loans,neutral
Here's what happened to the stock market on Tuesday,neutral
- EyePoint Still Has A Very Promising Future.  #markets #trading #finance,positive
"The world's two richest people, Jeff Bezos and Bill Gates, could soon find themselves worth less than Bernard Arnau…",neutral
"Takeda demonstra ímpeto nos negócios, sinergias de integração acelerada e eleva as orientações para o ano de 2019, incluindo lucro operacional positivo",neutral
Western Union und italienisches Unternehmen Postepay ermöglichen grenzübergreifende Zahlungen,neutral
If You Had Bought CyberArk Software (NASDAQ:CYBR) Shares Five Years Ago You'd Have Made 140%,positive
Ray Dalio is now mentoring Sean Combs,neutral
"US stocks had their best day in two weeks, closing near session highs on optimism about a slowdown in new coronavir…",positive
New lawsuit seeks to pin blame for 737 MAX on Boeing's board,negative
Power Financial shares jump on buyout offer by parent,positive
Facebook just nabbed a major player for its gaming platform as it continues to ramp up efforts to compete in the vi…,neutral
Canada's use of Huawei 5G would hamper its access to U.S. intelligence: U.S. official,neutral
Analysts Mostly Bullish On Newly Public Insurance Firm BRP Group,positive
"Over 92,000 Employees Of BSNL, MTNL Opt For VRS Scheme",neutral
New BoE governor makes plea to Brussels on City access,neutral
"(+0.9% pre) India’s Paytm Secures $1 Billion Investment From SoftBank, Ant Financial - WSJ",positive
Norwegian Air's January passenger income jumps,positive
"Ray Dalio says the global economy is heading for a ""great sag."" The billionaire investor says the world is dealing…",negative
Productivity and Costs increase 1.4% in Q4,neutral
FDA inspections of overseas pharmaceutical manufacturers declined 10% from 2016 to 2018,neutral
Should You Be Adding Sterling Bancorp (Southfield MI) (NASDAQ:SBT) To Your Watchlist Today?,neutral
Advantego reports Q3 results,neutral
- Dish spectrum sale shouldn't face FCC issue - New Street,positive
Novus Therapeutics stock price target cut to $2.50 from $3.75 at Ascendiant Capital,negative
WHO Pushes Countries to Share More Patient Details to Combat Coronavirus,neutral
"Do Hedge Funds Love Kirkland’s, Inc. (KIRK)?",neutral
"XPO announces new CFO, watches for coronoavirus impact",neutral
This cat walks around with bionic legs,neutral
"IVERIC bio Appoints Guangping Gao, PhD, Internationally Recognized Gene Therapy Pioneer as Chief ...…",neutral
WTO expects tariff to threaten global goods trade,negative
China’s BAIC Mulls Raising Daimler Stake to Almost 10%,neutral
Manufacturing contracts as credit market strain,negative
Netflix is moving its Latin American headquarters to Mexico City and staffing up in the office,neutral
Costco announces leadership update amid evolving trade policy,neutral
Flügger A/S : Flügger buys majority stake in paint manufacturer Unicell #Flügger #Stock #MarketScreener…,neutral
Royal Gold declares $0.28 dividend,neutral
- Diamond Offshore Drilling Inc. (DO) CEO Marc Edwards on Q4 2019 Results - Earnings Call Transcript.…,neutral
Does Equiniti Group (LON:EQN) Deserve A Spot On Your Watchlist?,neutral
- Eagle Pharma set to refile Ryanodex NDA; shares ahead 5%,positive
- Hotels stocks gain as peak pandemic seems near,positive
- IPO Update: EHang Holdings Files IPO Proposed Terms. Sign up for updates on Seeking Alpha!…,neutral
Campus under siege as Hong Kong police battle protesters,neutral
"with just 1.1M shares float, if volume comes in again , the bounce could be explosive. U know how this stock works. Great entry point.",neutral
"The outlook for Finland's economy has dramatically worsened due to the coronavirus outbreak, with the country's cen…",negative
- Enbridge says Mainline plan opponents stalling for time,neutral
Canada Goose Reports Results for Third Quarter Fiscal 2020,neutral
GSMA：気候の非常事態への対策として大幅な炭素削減を可能にするモバイル技術,neutral
Sanctions-hit refiner Nynas handed administrator by Swedish court,negative
(+3.7% pre) Canopy Growth (CGC) Announces Health Canada Licence for State-Of-The-Art Beverage Facility - SI,positive
Walmart has announced that it plans to open 500 new stores in China over the next five to seven years. That would m…,positive
Oil lower but trims early loss as report on China trade talks sparks fresh hope,positive
": CAE temporarily suspends dividend and share repurchase plan; lays off 2,600 of its 10,500 employees; to...",negative
The Places With China Travel Restrictions Due to Coronavirus Outbreak,neutral
"The worst scramble for cash is happening in an opaque corner of the market, where the Fed has little control, write…",neutral
Chemtrade Logistics Income Fund declares CAD 0.10 dividend,neutral
"Results: Jack Henry & Associates, Inc. Exceeded Expectations And The Consensus Has Updated Its Estimates",positive
Spark Networks names new CEO,neutral
Retail sales climb on strong consumer demand,positive
Gold extends surge after Fed unveils measures to support economy,positive
3 Leveraged Emerging Markets Traders Should Consider in Q1,neutral
This is the left’s plan to slip vote-swaying news into your Facebook feed  via,neutral
"(+4.2% pre) Ripple Makes Investment in MoneyGram Equity to Complete Original Investment Commitment, Expansion…",positive
The White House is considering more aggressive strategies in Venezuela as Trump is losing confidence that oppositio…,neutral
Behind hedge fund Bridgewater’s massive bet on a stock-market decline,negative
industrial stocks slide following rising borrowing costs,negative
"Even After Its Latest Moves, Chesapeake Energy Stock Is Still Too Risky",negative
- World Fuel declares $0.10 dividend,neutral
LabCorp prices $1.05B debt offering,neutral
"Sun Kissed Acquires Hakuna Supply, an Award-Winning Commercial Stage CBD Products Company",neutral
Berkeley returns to ‘normal’ after bumper years,neutral
Fed's Rosengren says U.S. unlikely to have economic downturn in 2020,positive
"Londong calling: The property arm of the world's largest auction house, Christie's, says buy in London as a rebound…",neutral
"Transport for London has decided not to extend Uber’s license to operate in the city. In a statement, transit offic…",negative
La Jolla Pharmaceutical to reassess continued development of LJPC-401 based on clinical results,negative
"Tilray Launches Canadian Cannabis 2.0 Products, Completes First Export Of Medical Cannabis Extract To Switzerland",neutral
"- Zuora, Inc. (ZUO) CEO Tien Tzuo on Q3 2020 Results - Earnings Call Transcript. Subscribe to Seeking Alpha fo…",neutral
"Networks, once criticized for giving Trump free airtime, are cutting back because his rallies don't draw the same a…",neutral
Benchmark says this roof supplier is a Buy,positive
Merkel Demands an End to CDU’s ‘Unforgivable’ Far-Right Deal,neutral
"Guyana defends Exxon deal, attacks critics",neutral
